x,y,z,canc,data,ora
"-1.063058,3.8710637,6.518174 - 2021-09-09 19:52:06.361"
"-1.0956202,3.9553423,6.535413 - 2021-09-09 19:52:06.381"
"-1.195222,3.987904,6.838049 - 2021-09-09 19:52:06.404"
"-1.1032817,3.8940487,6.797825 - 2021-09-09 19:52:06.421"
"-1.1090281,3.9572575,6.801656 - 2021-09-09 19:52:06.441"
"-1.158829,3.92278,6.834218 - 2021-09-09 19:52:06.463"
"-1.1300976,3.8978796,6.782502 - 2021-09-09 19:52:06.482"
"-1.0956202,3.8289242,6.79591 - 2021-09-09 19:52:06.502"
"-1.063058,3.7676308,6.698223 - 2021-09-09 19:52:06.523"
"-1.0515654,3.7829542,6.7154617 - 2021-09-09 19:52:06.541"
"-1.0592272,3.7503922,6.5143433 - 2021-09-09 19:52:06.561"
"-1.122436,3.849994,6.566059 - 2021-09-09 19:52:06.583"
"-1.1435057,3.7925313,6.7671785 - 2021-09-09 19:52:06.602"
"-1.1051972,3.8729792,6.7135468 - 2021-09-09 19:52:06.621"
"-1.1186053,3.9017103,6.748024 - 2021-09-09 19:52:06.644"
"-1.112859,3.8519094,6.696308 - 2021-09-09 19:52:06.661"
"-1.1530827,3.9132028,6.7671785 - 2021-09-09 19:52:06.683"
"-1.1837294,3.96875,6.7690945 - 2021-09-09 19:52:06.705"
"-1.1837294,3.9783273,6.755686 - 2021-09-09 19:52:06.721"
"-1.2239532,4.010889,6.834218 - 2021-09-09 19:52:06.742"
"-1.1913912,3.9132028,6.604368 - 2021-09-09 19:52:06.763"
"-1.0822122,3.8729792,6.6828995 - 2021-09-09 19:52:06.781"
"-0.99027205,3.7867851,6.755686 - 2021-09-09 19:52:06.801"
"-0.99601835,3.8059392,6.7192926 - 2021-09-09 19:52:06.823"
"-0.98261046,3.8385015,6.5507364 - 2021-09-09 19:52:06.842"
"-1.0113417,3.96875,6.253846 - 2021-09-09 19:52:06.862"
"-1.158829,4.097083,6.384094 - 2021-09-09 19:52:06.883"
"-1.135844,4.041536,6.7710094 - 2021-09-09 19:52:06.901"
"-1.1971375,4.0242968,6.989367 - 2021-09-09 19:52:06.921"
"-1.4212415,4.1526303,6.793994 - 2021-09-09 19:52:06.943"
"-1.3791023,4.2196703,6.472204 - 2021-09-09 19:52:06.961"
"-1.2584308,4.010889,6.755686 - 2021-09-09 19:52:06.981"
"-1.1415902,3.8308396,6.8188953 - 2021-09-09 19:52:07.003"
"-1.0937047,3.6737752,7.1291924 - 2021-09-09 19:52:07.021"
"-1.1473365,3.7331533,7.3532968 - 2021-09-09 19:52:07.042"
"-1.0113417,3.6603673,7.2920036 - 2021-09-09 19:52:07.063"
"-0.8197997,3.6335516,6.857203 - 2021-09-09 19:52:07.081"
"-0.7776605,3.681437,6.4760346 - 2021-09-09 19:52:07.101"
"-0.8197997,3.6603673,6.748024 - 2021-09-09 19:52:07.123"
"-0.81213796,3.599074,6.807402 - 2021-09-09 19:52:07.141"
"-0.83895385,3.6105664,6.8131485 - 2021-09-09 19:52:07.161"
"-0.9538791,3.6124818,6.746109 - 2021-09-09 19:52:07.183"
"-0.9232324,3.645044,6.711631 - 2021-09-09 19:52:07.201"
"-0.9155707,3.6622827,6.659915 - 2021-09-09 19:52:07.222"
"-0.8868394,3.7599695,6.7135468 - 2021-09-09 19:52:07.243"
"-0.79873013,3.7427304,6.56989 - 2021-09-09 19:52:07.261"
"-0.6895512,3.7197454,6.543074 - 2021-09-09 19:52:07.281"
"-0.93089414,3.7925313,6.8131485 - 2021-09-09 19:52:07.303"
"-0.88492393,3.7388997,6.8495417 - 2021-09-09 19:52:07.321"
"-0.9270632,3.800193,6.8916807 - 2021-09-09 19:52:07.341"
"-1.0381576,3.9515111,7.096631 - 2021-09-09 19:52:07.363"
"-1.076466,3.9898198,7.0046906 - 2021-09-09 19:52:07.381"
"-1.0573118,3.9668348,6.8935957 - 2021-09-09 19:52:07.402"
"-0.91748613,3.8729792,6.6101136 - 2021-09-09 19:52:07.423"
